Nombre,Referencia,Nro,Importe amount_untaxed,Importe amount_total_signed,Importe amount_untaxed_signeds,Importe amount_total_signed,Importe amount_total_in_currency_signed,Proveedor,Fecha,Divisa,Estado,Tipo
FA-sinNropNCYkdsXYM4FRWjpX,pNCYkdsXYM4FRWjpX,FA-sinNropNCYkdsXYM4FRWjpX,28785.91,-28785.91,-28785.91,-28785.91,-28785.91,1194,2019-08-15,ARS,Pagada,Factura de proveedor
FA-0235q16,pO2OcPPISlC3j6aAkpgL,FA-0235q16,21450.0,-21450.0,-21450.0,-21450.0,-21450.0,717,2024-02-01,ARS,Pagada,Factura de proveedor
FA-011494,pQ7vUppxyBdiHksjrKco,FA-011494,8500.0,-8500.0,-8500.0,-8500.0,-8500.0,642,2023-01-03,ARS,Pagada,Factura de proveedor
FA-02111694,pSoU8EnS0YZfsQFffI5e,FA-02111694,12801.31,-12801.31,-12801.31,-12801.31,-12801.31,717,2023-09-29,ARS,Pagada,Factura de proveedor
FA-sinNropTZCYHp7n56Qqco6h,pTZCYHp7n56Qqco6h,FA-sinNropTZCYHp7n56Qqco6h,30012.27,-30012.27,-30012.27,-30012.27,-30012.27,1179,2020-07-31,ARS,Pagada,Factura de proveedor
FA-0177811,pWQfDSQ7uT9hjXXuZf9x,FA-0177811,261751.04,-261751.04,-261751.04,-261751.04,-261751.04,861,2022-08-11,ARS,Pagada,Factura de proveedor
FA-00222828,pWZIzLE6ORs3T9C1HKZV,FA-00222828,16544.0,-16544.0,-16544.0,-16544.0,-16544.0,648,2024-08-09,ARS,Pagada,Factura de proveedor
FA-0051404,pXSf5TTsAHvPxRjKSV8k,FA-0051404,107000.0,-107000.0,-107000.0,-107000.0,-107000.0,983,2023-09-25,ARS,Pagada,Factura de proveedor
FA-0211131,pYnDiwGnBYWD4eTEzzX8,FA-0211131,70538.73,-70538.73,-70538.73,-70538.73,-70538.73,754,2024-08-30,ARS,Pagada,Factura de proveedor
FA-sinNropZBSLxsjR3VW1SLbiqFR,pZBSLxsjR3VW1SLbiqFR,FA-sinNropZBSLxsjR3VW1SLbiqFR,53738.09,-53738.09,-53738.09,-53738.09,-53738.09,936,2024-02-20,ARS,Pagada,Factura de proveedor
FA-0032383,pb5r1ts7P20BRvgYSxNX,FA-0032383,48865.3,-48865.3,-48865.3,-48865.3,-48865.3,716,2023-08-29,ARS,Pagada,Factura de proveedor
FA-00549,pca5emmD6Edt6NqsGfGT,FA-00549,174500.0,-174500.0,-174500.0,-174500.0,-174500.0,1015,2024-09-21,ARS,Pagada,Factura de proveedor
FA-0293492,pciPOqUIC3PJQzY1QkaU,FA-0293492,281325.0,-281325.0,-281325.0,-281325.0,-281325.0,969,2024-03-27,ARS,Pagada,Factura de proveedor
FA-sinNropdYCZd8Xhxu3r7NMK,pdYCZd8Xhxu3r7NMK,FA-sinNropdYCZd8Xhxu3r7NMK,6292.0,-6292.0,-6292.0,-6292.0,-6292.0,1194,2019-10-15,ARS,Pagada,Factura de proveedor
FA-sinNropdzpaMiPPFFbqQKhq,pdzpaMiPPFFbqQKhq,FA-sinNropdzpaMiPPFFbqQKhq,2600.0,-2600.0,-2600.0,-2600.0,-2600.0,906,2020-11-02,ARS,Pagada,Factura de proveedor
FA-0031418,peTMRl3pkGB3TmXuUHfn,FA-0031418,80000.0,-80000.0,-80000.0,-80000.0,-80000.0,787,2024-09-10,ARS,Pagada,Factura de proveedor
FA-00220708,pehbdEXjtuaOJAbaML11,FA-00220708,221316.37,-221316.37,-221316.37,-221316.37,-221316.37,648,2024-04-20,ARS,Pagada,Factura de proveedor
FA-005196,peoS348SG2irAZkmhnwg,FA-005196,3250.0,-3250.0,-3250.0,-3250.0,-3250.0,919,2022-05-20,ARS,Pagada,Factura de proveedor
FA-004430,phFa8DcY3Jk14qzFfZzm,FA-004430,97500.0,-97500.0,-97500.0,-97500.0,-97500.0,1041,2024-08-17,ARS,Pagada,Factura de proveedor
FA-0122631,pj4LCoTW96KxpuNbGe7M,FA-0122631,48320.0,-48320.0,-48320.0,-48320.0,-48320.0,717,2022-04-18,ARS,Pagada,Factura de proveedor
FA-00216792,pjtZWKztWS8hBUHQflhI,FA-00216792,13644.35,-13644.35,-13644.35,-13644.35,-13644.35,648,2023-10-09,ARS,Pagada,Factura de proveedor
FA-sinNroplYLbnMMmqdCG8arOiiY,plYLbnMMmqdCG8arOiiY,FA-sinNroplYLbnMMmqdCG8arOiiY,135400.0,-135400.0,-135400.0,-135400.0,-135400.0,1017,2023-12-28,ARS,Pagada,Factura de proveedor
FA-005121665,po1M0odk33zwyoafzkoD,FA-005121665,14539.97,-14539.97,-14539.97,-14539.97,-14539.97,1072,2024-10-01,ARS,Pagada,Factura de proveedor
FA-sinNropoJu7Qnth9tWaqgS8,poJu7Qnth9tWaqgS8,FA-sinNropoJu7Qnth9tWaqgS8,23193.0,-23193.0,-23193.0,-23193.0,-23193.0,1194,2019-07-01,ARS,Pagada,Factura de proveedor
FA-00510441,pocMxUcMWypJqfnaUgyD,FA-00510441,4040.0,-4040.0,-4040.0,-4040.0,-4040.0,1030,2024-08-13,ARS,Pagada,Factura de proveedor
FA-02617575,pp1jSlU3tjUnTeIxMCFO,FA-02617575,68000.0,-68000.0,-68000.0,-68000.0,-68000.0,954,2024-02-04,ARS,Pagada,Factura de proveedor
FA-sinNropp7vGGNk8SHerKdfe,pp7vGGNk8SHerKdfe,FA-sinNropp7vGGNk8SHerKdfe,3100.52,-3100.52,-3100.52,-3100.52,-3100.52,943,2020-10-06,ARS,Pagada,Factura de proveedor
FA-00318723,psqscs7Tc6DuhZx5E4WY,FA-00318723,10800.0,-10800.0,-10800.0,-10800.0,-10800.0,702,2023-08-15,ARS,Pagada,Factura de proveedor
FA-sinNroptatDi7HBwuXLh5RIogv,ptatDi7HBwuXLh5RIogv,FA-sinNroptatDi7HBwuXLh5RIogv,57604.55,-57604.55,-57604.55,-57604.55,-57604.55,936,2024-09-12,ARS,Pagada,Factura de proveedor
FA-032396,pv36XEzvQExryzdVFmnF,FA-032396,13610.01,-13610.01,-13610.01,-13610.01,-13610.01,686,2023-08-03,ARS,Pagada,Factura de proveedor
FA-01223789,pvPGjSKr3aCEWqPV5OvY,FA-01223789,995790.0,-995790.0,-995790.0,-995790.0,-995790.0,717,2024-04-08,ARS,Pagada,Factura de proveedor
FA-0062306,pvnzZRHsdoNk8vunk9bh,FA-0062306,110900.0,-110900.0,-110900.0,-110900.0,-110900.0,1148,2024-02-03,ARS,Pagada,Factura de proveedor
FA-0000214415,pwoqRWO59yoOnIv3Y0TL,FA-0000214415,7818.85,-7818.85,-7818.85,-7818.85,-7818.85,648,2023-06-24,ARS,Pagada,Factura de proveedor
FA-013215,pxxjNOFZwmdXYhkWioW2,FA-013215,26200.0,-26200.0,-26200.0,-26200.0,-26200.0,1028,2022-12-05,ARS,Pagada,Factura de proveedor
FA-sinNropyGqKLrfTvnn8zaKF,pyGqKLrfTvnn8zaKF,FA-sinNropyGqKLrfTvnn8zaKF,537.6,-537.6,-537.6,-537.6,-537.6,1194,2020-08-30,ARS,Pagada,Factura de proveedor
FA-0305697,pz6QturZVlcyHOAhsMIy,FA-0305697,10559.79,-10559.79,-10559.79,-10559.79,-10559.79,696,2022-08-10,ARS,Pagada,Factura de proveedor
FA-0155240,q2hCBpNAJ26I1WnQfsrr,FA-0155240,641300.0,-641300.0,-641300.0,-641300.0,-641300.0,866,2023-10-13,ARS,Pagada,Factura de proveedor
FA-011593,q2mHuMuy0kVLNQnW25Ga,FA-011593,9268.86,-9268.86,-9268.86,-9268.86,-9268.86,642,2023-03-14,ARS,Pagada,Factura de proveedor
FA-sinNroq4jRqhbuiZtvNSsCJ,q4jRqhbuiZtvNSsCJ,FA-sinNroq4jRqhbuiZtvNSsCJ,58320.0,-58320.0,-58320.0,-58320.0,-58320.0,696,2021-05-19,ARS,Pagada,Factura de proveedor
FA-005357,q5bezwkW3yBZ7ipP7jFW,FA-005357,18891.0,-18891.0,-18891.0,-18891.0,-18891.0,691,2022-12-07,ARS,Pagada,Factura de proveedor
FA-0211107,q5ng1pV1Zc7n0XlcoTc7,FA-0211107,271753.54,-271753.54,-271753.54,-271753.54,-271753.54,754,2024-08-23,ARS,Pagada,Factura de proveedor
FA-0042123,q6EbZMT97x2shAK4lSeC,FA-0042123,18890.0,-18890.0,-18890.0,-18890.0,-18890.0,883,2024-03-18,ARS,Pagada,Factura de proveedor
FA-sinNroq6PWJnW9QypDriuNa,q6PWJnW9QypDriuNa,FA-sinNroq6PWJnW9QypDriuNa,4989.25,-4989.25,-4989.25,-4989.25,-4989.25,1194,2022-02-03,ARS,Pagada,Factura de proveedor
FA-011796,q7FbzJvmtqQQT0m2ykni,FA-011796,13946.7,-13946.7,-13946.7,-13946.7,-13946.7,642,2023-06-26,ARS,Pagada,Factura de proveedor
FA-sinNroq88hMKAtz6ubgfAxJ,q88hMKAtz6ubgfAxJ,FA-sinNroq88hMKAtz6ubgfAxJ,25320.0,-25320.0,-25320.0,-25320.0,-25320.0,696,2021-03-23,ARS,Pagada,Factura de proveedor
FA-sinNroq8Ddv7u3RB5nzHhJ6,q8Ddv7u3RB5nzHhJ6,FA-sinNroq8Ddv7u3RB5nzHhJ6,6990.0,-6990.0,-6990.0,-6990.0,-6990.0,723,2021-11-08,ARS,Pagada,Factura de proveedor
FA-sinNroq8DfFf4TgiJPj5v54,q8DfFf4TgiJPj5v54,FA-sinNroq8DfFf4TgiJPj5v54,2950.0,-2950.0,-2950.0,-2950.0,-2950.0,1194,2019-12-14,ARS,Pagada,Factura de proveedor
FA-sinNroq9CJ5jEQdFWWyfaM7,q9CJ5jEQdFWWyfaM7,FA-sinNroq9CJ5jEQdFWWyfaM7,816.86,-816.86,-816.86,-816.86,-816.86,1179,2020-06-11,ARS,Pagada,Factura de proveedor
FA-sinNroq9Zq62WFrM3ES5EXG,q9Zq62WFrM3ES5EXG,FA-sinNroq9Zq62WFrM3ES5EXG,16191.55,-16191.55,-16191.55,-16191.55,-16191.55,1194,2019-06-11,ARS,Pagada,Factura de proveedor
FA-sinNroqA4fqAsdTnijb4f4n,qA4fqAsdTnijb4f4n,FA-sinNroqA4fqAsdTnijb4f4n,820.0,-820.0,-820.0,-820.0,-820.0,943,2021-05-13,ARS,Pagada,Factura de proveedor
FA-0093785,qAmFSqSFuPq46b0OdzhR,FA-0093785,46800.0,-46800.0,-46800.0,-46800.0,-46800.0,701,2022-12-28,ARS,Pagada,Factura de proveedor
FA-sinNroqAv9wRC3uGhEHhftq,qAv9wRC3uGhEHhftq,FA-sinNroqAv9wRC3uGhEHhftq,29186.58,-29186.58,-29186.58,-29186.58,-29186.58,1131,2020-08-22,ARS,Pagada,Factura de proveedor
FA-003313,qDfALnTuxElpCOYhSEyU,FA-003313,21509.99,-21509.99,-21509.99,-21509.99,-21509.99,674,2022-12-01,ARS,Pagada,Factura de proveedor
FA-sinNroqEJ9zQiiS78LGKM9X,qEJ9zQiiS78LGKM9X,FA-sinNroqEJ9zQiiS78LGKM9X,32680.0,-32680.0,-32680.0,-32680.0,-32680.0,717,2021-09-17,ARS,Pagada,Factura de proveedor
FA-00182150,qEo45t6igOV9crGf8flO,FA-00182150,41000.0,-41000.0,-41000.0,-41000.0,-41000.0,1049,2024-06-28,ARS,Pagada,Factura de proveedor
FA-0196335,qFhe6fGiFVobge3jWJU9,FA-0196335,12150.8,-12150.8,-12150.8,-12150.8,-12150.8,717,2022-07-26,ARS,Pagada,Factura de proveedor
FA-011074,qHEnTyGzrEyAObWCsRNP,FA-011074,1986.0,-1986.0,-1986.0,-1986.0,-1986.0,642,2022-05-05,ARS,Pagada,Factura de proveedor
FA-00211790,qHNQ6sdMkZ3ILHOXPFwx,FA-00211790,3499.2,-3499.2,-3499.2,-3499.2,-3499.2,648,2024-01-21,ARS,Pagada,Factura de proveedor
FA-sinNroqHYGi5djsrsYqaWK4,qHYGi5djsrsYqaWK4,FA-sinNroqHYGi5djsrsYqaWK4,7996.33,-7996.33,-7996.33,-7996.33,-7996.33,665,2020-10-30,ARS,Pagada,Factura de proveedor
FA-335444264,qHZiUnamrGs6qSihi9z8,FA-335444264,48979.43,-48979.43,-48979.43,-48979.43,-48979.43,634,2022-12-22,ARS,Pagada,Factura de proveedor
FA-sinNroqK6PNqG35pfR9GkgY,qK6PNqG35pfR9GkgY,FA-sinNroqK6PNqG35pfR9GkgY,3300.0,-3300.0,-3300.0,-3300.0,-3300.0,1194,2019-08-16,ARS,Pagada,Factura de proveedor
FA-00185311,qK9LtSWhwWcI4Nmwmdh5,FA-00185311,545056.6,-545056.6,-545056.6,-545056.6,-545056.6,688,2023-07-20,ARS,Pagada,Factura de proveedor
FA-sinNroqKJKMK5KvXnzLRfDM,qKJKMK5KvXnzLRfDM,FA-sinNroqKJKMK5KvXnzLRfDM,44820.0,-44820.0,-44820.0,-44820.0,-44820.0,717,2021-10-18,ARS,Pagada,Factura de proveedor
FA-0472916,qKdnTXHbGFiT2XxCJZaL,FA-0472916,137654.26,-137654.26,-137654.26,-137654.26,-137654.26,1123,2024-05-16,ARS,Pagada,Factura de proveedor
FA-sinNroqKkYRXFJMLRAaAZZp,qKkYRXFJMLRAaAZZp,FA-sinNroqKkYRXFJMLRAaAZZp,217803.0,-217803.0,-217803.0,-217803.0,-217803.0,1194,2019-06-04,ARS,Pagada,Factura de proveedor
FA-sinNroqKo2QkdTtAZDbcBWC,qKo2QkdTtAZDbcBWC,FA-sinNroqKo2QkdTtAZDbcBWC,14032.21,-14032.21,-14032.21,-14032.21,-14032.21,1162,2021-10-28,ARS,Pagada,Factura de proveedor
FA-sinNroqLHCy3zW3qbkbSNKP,qLHCy3zW3qbkbSNKP,FA-sinNroqLHCy3zW3qbkbSNKP,5500.0,-5500.0,-5500.0,-5500.0,-5500.0,925,2021-06-26,ARS,Pagada,Factura de proveedor
FA-00223767,qLRrEnIPoy9xgWzTZ9TN,FA-00223767,22776.0,-22776.0,-22776.0,-22776.0,-22776.0,648,2024-09-27,ARS,Pagada,Factura de proveedor
FA-c 002252,qMIyTq5jISniDm8KYE5E,FA-c 002252,12807.0,-12807.0,-12807.0,-12807.0,-12807.0,894,2023-09-19,ARS,Pagada,Factura de proveedor
FA-sinNroqMXuZgF82p4y8j3JS,qMXuZgF82p4y8j3JS,FA-sinNroqMXuZgF82p4y8j3JS,1990.44,-1990.44,-1990.44,-1990.44,-1990.44,1194,2019-09-14,ARS,Pagada,Factura de proveedor
FA-01721844,qMtYsl9gm3G04j3xlynm,FA-01721844,155320.0,-155320.0,-155320.0,-155320.0,-155320.0,861,2024-05-07,ARS,Pagada,Factura de proveedor
FA-00923,qNx0AoJ71pQMKIzjb9Vs,FA-00923,135000.0,-135000.0,-135000.0,-135000.0,-135000.0,1070,2023-07-24,ARS,Pagada,Factura de proveedor
FA-sinNroqQ2v7JnAxQmN7E7P8,qQ2v7JnAxQmN7E7P8,FA-sinNroqQ2v7JnAxQmN7E7P8,4842.15,-4842.15,-4842.15,-4842.15,-4842.15,665,2021-04-11,ARS,Pagada,Factura de proveedor
FA-01917102,qQmB8F354gsUL0xhnaii,FA-01917102,6700.81,-6700.81,-6700.81,-6700.81,-6700.81,717,2022-12-23,ARS,Pagada,Factura de proveedor
FA-0000200013886,qQxpu02ayjaBsMJO8qIO,FA-0000200013886,38741.75,-38741.75,-38741.75,-38741.75,-38741.75,648,2023-05-12,ARS,Pagada,Factura de proveedor
FA-01223805,qQzahIpBGldRIiSAZC49,FA-01223805,995640.0,-995640.0,-995640.0,-995640.0,-995640.0,717,2024-04-15,ARS,Pagada,Factura de proveedor
FA-011660,qUIGJJtlp0tYkDwjIHLD,FA-011660,3118.0,-3118.0,-3118.0,-3118.0,-3118.0,642,2023-04-18,ARS,Pagada,Factura de proveedor
FA-00137261,qV5Ggx6ut1QPvqv4e6vM,FA-00137261,25828.93,-25828.93,-25828.93,-25828.93,-25828.93,724,2022-06-09,ARS,Pagada,Factura de proveedor
FA-sinNroqW3D6ohS4A7kfuuQp,qW3D6ohS4A7kfuuQp,FA-sinNroqW3D6ohS4A7kfuuQp,8420.01,-8420.01,-8420.01,-8420.01,-8420.01,717,2021-07-01,ARS,Pagada,Factura de proveedor
FA-sinNroqWTYSoWHKEWt93xbJ,qWTYSoWHKEWt93xbJ,FA-sinNroqWTYSoWHKEWt93xbJ,3641.7,-3641.7,-3641.7,-3641.7,-3641.7,648,2022-01-10,ARS,Pagada,Factura de proveedor
FA-003,qXuwYYaAotQkTbe1mdFX,FA-003,17452.0,-17452.0,-17452.0,-17452.0,-17452.0,716,2023-07-07,ARS,Pagada,Factura de proveedor
FA-sinNroqXwsFQijPTKunHYaP,qXwsFQijPTKunHYaP,FA-sinNroqXwsFQijPTKunHYaP,12100.0,-12100.0,-12100.0,-12100.0,-12100.0,1013,2020-11-17,ARS,Pagada,Factura de proveedor
FA-sinNroqY9nTod2pZvApNsf6,qY9nTod2pZvApNsf6,FA-sinNroqY9nTod2pZvApNsf6,76109.0,-76109.0,-76109.0,-76109.0,-76109.0,1194,2020-10-08,ARS,Pagada,Factura de proveedor
FA-sinNroqYC8PG65fkukotSSy,qYC8PG65fkukotSSy,FA-sinNroqYC8PG65fkukotSSy,1180.0,-1180.0,-1180.0,-1180.0,-1180.0,1194,2020-07-23,ARS,Pagada,Factura de proveedor
FA-0042606,qa3REArTAy7OmMnW14Ww,FA-0042606,13520.0,-13520.0,-13520.0,-13520.0,-13520.0,1013,2023-09-25,ARS,Pagada,Factura de proveedor
FA-sinNroqa4oE3mJF52j4WC7A,qa4oE3mJF52j4WC7A,FA-sinNroqa4oE3mJF52j4WC7A,60000.0,-60000.0,-60000.0,-60000.0,-60000.0,1095,2021-10-25,ARS,Pagada,Factura de proveedor
FA-01222899,qa9iQOPE12uKzpT9bHIv,FA-01222899,991560.0,-991560.0,-991560.0,-991560.0,-991560.0,717,2024-06-04,ARS,Pagada,Factura de proveedor
FA-sinNroqabA4NMEwWpgv7GZ7,qabA4NMEwWpgv7GZ7,FA-sinNroqabA4NMEwWpgv7GZ7,52227.0,-52227.0,-52227.0,-52227.0,-52227.0,647,2021-06-22,ARS,Pagada,Factura de proveedor
FA-sinNroqc3DemJoBgjCjgYNZ,qc3DemJoBgjCjgYNZ,FA-sinNroqc3DemJoBgjCjgYNZ,12100.0,-12100.0,-12100.0,-12100.0,-12100.0,1013,2020-11-13,ARS,Pagada,Factura de proveedor
FA-02872477,qdisA6C30iV4gPdsD3bL,FA-02872477,47002.0,-47002.0,-47002.0,-47002.0,-47002.0,986,2024-07-13,ARS,Pagada,Factura de proveedor
FA-sinNroqdpyy37utBD7mADvt,qdpyy37utBD7mADvt,FA-sinNroqdpyy37utBD7mADvt,5144.0,-5144.0,-5144.0,-5144.0,-5144.0,717,2021-04-24,ARS,Pagada,Factura de proveedor
FA-sinNroqehDv92PFtPjpJZaM,qehDv92PFtPjpJZaM,FA-sinNroqehDv92PFtPjpJZaM,29645.0,-29645.0,-29645.0,-29645.0,-29645.0,1194,2020-10-06,ARS,Pagada,Factura de proveedor
FA-005602,qfboDilbROIyny4c3GaX,FA-005602,8800.0,-8800.0,-8800.0,-8800.0,-8800.0,919,2023-11-29,ARS,Pagada,Factura de proveedor
FA-0051205,qgNvTaLhWWPUeDX66tuu,FA-0051205,108150.0,-108150.0,-108150.0,-108150.0,-108150.0,983,2023-07-19,ARS,Pagada,Factura de proveedor
FA-02112213,qhnZ86ah2VeUd7rQkL0g,FA-02112213,15700.1,-15700.1,-15700.1,-15700.1,-15700.1,717,2023-10-08,ARS,Pagada,Factura de proveedor
FA-sinNroqhpCN9XZZbp2rxCwS,qhpCN9XZZbp2rxCwS,FA-sinNroqhpCN9XZZbp2rxCwS,4040.5,-4040.5,-4040.5,-4040.5,-4040.5,717,2021-03-19,ARS,Pagada,Factura de proveedor
FA-sinNroqipoxWp8k9hf7FYg6,qipoxWp8k9hf7FYg6,FA-sinNroqipoxWp8k9hf7FYg6,39506.5,-39506.5,-39506.5,-39506.5,-39506.5,1194,2019-12-23,ARS,Pagada,Factura de proveedor
FA-005640,qirdLPKTDQUwZA7MC27c,FA-005640,60000.0,-60000.0,-60000.0,-60000.0,-60000.0,983,2022-11-22,ARS,Pagada,Factura de proveedor
FA-418005qjFQ0sN8xeJijdhvvzhF,qjFQ0sN8xeJijdhvvzhF,FA-418005qjFQ0sN8xeJijdhvvzhF,12012.1,-12012.1,-12012.1,-12012.1,-12012.1,936,2023-03-28,ARS,Pagada,Factura de proveedor
FA-00781478,qlJ7hx6SUg6m611Vk1hZ,FA-00781478,65016.0,-65016.0,-65016.0,-65016.0,-65016.0,861,2024-08-30,ARS,Pagada,Factura de proveedor
FA-029603,qm9nDibgpECF9nRYMMgo,FA-029603,7780.0,-7780.0,-7780.0,-7780.0,-7780.0,1189,2022-08-12,ARS,Pagada,Factura de proveedor
FA-0003441,qony7W2QS6boSpoD1Cf0,FA-0003441,75300.0,-75300.0,-75300.0,-75300.0,-75300.0,1032,2023-06-16,ARS,Pagada,Factura de proveedor
FA-0051980,qpIALT2T1VJTJCwNUWyd,FA-0051980,399227.4,-399227.4,-399227.4,-399227.4,-399227.4,1097,2024-06-04,ARS,Pagada,Factura de proveedor
FA-sinNroqpScD633EbKa6d4tC,qpScD633EbKa6d4tC,FA-sinNroqpScD633EbKa6d4tC,14466.01,-14466.01,-14466.01,-14466.01,-14466.01,1106,2021-12-06,ARS,Pagada,Factura de proveedor
FA-sinNroqpj5uturBGPTRpZbg,qpj5uturBGPTRpZbg,FA-sinNroqpj5uturBGPTRpZbg,6305.0,-6305.0,-6305.0,-6305.0,-6305.0,811,2021-02-05,ARS,Pagada,Factura de proveedor
FA-01417047,qqw9bE56Vjwa4RlsxRn9,FA-01417047,993560.0,-993560.0,-993560.0,-993560.0,-993560.0,696,2024-04-03,ARS,Pagada,Factura de proveedor
FA-sinNroqsxLko9LemoirBjoW,qsxLko9LemoirBjoW,FA-sinNroqsxLko9LemoirBjoW,42022.37,-42022.37,-42022.37,-42022.37,-42022.37,1194,2019-09-21,ARS,Pagada,Factura de proveedor
FA-sinNroqtHMi5o9PgrDHNqtb,qtHMi5o9PgrDHNqtb,FA-sinNroqtHMi5o9PgrDHNqtb,7079.63,-7079.63,-7079.63,-7079.63,-7079.63,665,2022-03-21,ARS,Pagada,Factura de proveedor
FA-003400,qtbdXOfATvB12J4AXYtY,FA-003400,77917.75,-77917.75,-77917.75,-77917.75,-77917.75,649,2023-10-07,ARS,Pagada,Factura de proveedor
FA-sinNroquP6E27dRyCFbnibt,quP6E27dRyCFbnibt,FA-sinNroquP6E27dRyCFbnibt,1566.87,-1566.87,-1566.87,-1566.87,-1566.87,1194,2020-01-25,ARS,Pagada,Factura de proveedor
FA-1374853,quRhYRMlG8PzZIyqA87N,FA-1374853,1394.34,-1394.34,-1394.34,-1394.34,-1394.34,944,2023-07-01,ARS,Pagada,Factura de proveedor
FA-00210205,qvNElmQndms3NXAz25Be,FA-00210205,9471.55,-9471.55,-9471.55,-9471.55,-9471.55,648,2022-11-05,ARS,Pagada,Factura de proveedor
FA-01112,qwrTjzXGAb336bgiFnXE,FA-01112,63400.0,-63400.0,-63400.0,-63400.0,-63400.0,663,2024-02-28,ARS,Pagada,Factura de proveedor
FA-0011203,qxYwBhluZLqSnYwZtUZN,FA-0011203,17655.0,-17655.0,-17655.0,-17655.0,-17655.0,851,2024-06-16,ARS,Pagada,Factura de proveedor
FA-0111216,qzGgMdJ8JaZuEtrT0bVG,FA-0111216,51041.21,-51041.21,-51041.21,-51041.21,-51041.21,642,2024-02-22,ARS,Pagada,Factura de proveedor
FA-00185364,r29yrg85XueSbiLeNgwh,FA-00185364,683529.0,-683529.0,-683529.0,-683529.0,-683529.0,688,2023-08-14,ARS,Pagada,Factura de proveedor
FA-sinNror2bFDJqLKvwqWDWAY,r2bFDJqLKvwqWDWAY,FA-sinNror2bFDJqLKvwqWDWAY,891.1,-891.1,-891.1,-891.1,-891.1,943,2021-08-24,ARS,Pagada,Factura de proveedor
FA-0216157,r2yNqw8b4Rjam6sHq1bq,FA-0216157,8400.69,-8400.69,-8400.69,-8400.69,-8400.69,717,2022-12-22,ARS,Pagada,Factura de proveedor
FA-0108428,r33DiRVYCAvlUzxuWVlw,FA-0108428,11300.0,-11300.0,-11300.0,-11300.0,-11300.0,717,2022-08-16,ARS,Pagada,Factura de proveedor
FA-0029787,r3j1mqY5GtV7mzozVgD7,FA-0029787,39894.0,-39894.0,-39894.0,-39894.0,-39894.0,648,2024-03-26,ARS,Pagada,Factura de proveedor
FA-00213053,r3xXCJZLay74wbQLfUXY,FA-00213053,118545.75,-118545.75,-118545.75,-118545.75,-118545.75,1111,2022-06-06,ARS,Pagada,Factura de proveedor
FA-0023694,r6ngrlrDBT9S7lWqaiDG,FA-0023694,716562.0,-716562.0,-716562.0,-716562.0,-716562.0,651,2023-07-04,ARS,Pagada,Factura de proveedor
FA-sinNror8qDFueyaLwZYdhSx,r8qDFueyaLwZYdhSx,FA-sinNror8qDFueyaLwZYdhSx,6891.6,-6891.6,-6891.6,-6891.6,-6891.6,717,2021-09-21,ARS,Pagada,Factura de proveedor
FA-sinNror9BkQbh8eEyasiSRv,r9BkQbh8eEyasiSRv,FA-sinNror9BkQbh8eEyasiSRv,4275.09,-4275.09,-4275.09,-4275.09,-4275.09,717,2021-12-21,ARS,Pagada,Factura de proveedor
FA-sinNror9MHFkoja4QfMA9wB,r9MHFkoja4QfMA9wB,FA-sinNror9MHFkoja4QfMA9wB,2526.68,-2526.68,-2526.68,-2526.68,-2526.68,1194,2019-10-31,ARS,Pagada,Factura de proveedor
FA-sinNror9gbBTwgjEdDJhzv4,r9gbBTwgjEdDJhzv4,FA-sinNror9gbBTwgjEdDJhzv4,56628.0,-56628.0,-56628.0,-56628.0,-56628.0,1194,2020-01-07,ARS,Pagada,Factura de proveedor
FA-sinNrorA28QyDpyhu9onay2,rA28QyDpyhu9onay2,FA-sinNrorA28QyDpyhu9onay2,23899.3,-23899.3,-23899.3,-23899.3,-23899.3,1194,2019-12-09,ARS,Pagada,Factura de proveedor
FA-0033173,rARRfwnHH3cK6fWfLVvn,FA-0033173,497250.0,-497250.0,-497250.0,-497250.0,-497250.0,653,2024-04-10,ARS,Pagada,Factura de proveedor
FA-sinNrorAe2isyr6a8NFj2xlDEa,rAe2isyr6a8NFj2xlDEa,FA-sinNrorAe2isyr6a8NFj2xlDEa,4900.0,-4900.0,-4900.0,-4900.0,-4900.0,644,2024-09-09,ARS,Pagada,Factura de proveedor
FA-sinNrorAhBzyrm9s3pzmsqq,rAhBzyrm9s3pzmsqq,FA-sinNrorAhBzyrm9s3pzmsqq,12133.55,-12133.55,-12133.55,-12133.55,-12133.55,1194,2020-02-28,ARS,Pagada,Factura de proveedor
FA-sinNrorAvjzn8zhJKemGpgm,rAvjzn8zhJKemGpgm,FA-sinNrorAvjzn8zhJKemGpgm,1900.0,-1900.0,-1900.0,-1900.0,-1900.0,962,2021-07-24,ARS,Pagada,Factura de proveedor
FA-sinNrorBSYtafgxcLXgjxey,rBSYtafgxcLXgjxey,FA-sinNrorBSYtafgxcLXgjxey,7690.02,-7690.02,-7690.02,-7690.02,-7690.02,1055,2022-02-18,ARS,Pagada,Factura de proveedor
FA-01813763,rDHZVyYLGqULbowr5kiL,FA-01813763,19451.32,-19451.32,-19451.32,-19451.32,-19451.32,717,2023-08-17,ARS,Pagada,Factura de proveedor
FA-00223595,rDMhf3vrTZTro060YaGA,FA-00223595,14075.5,-14075.5,-14075.5,-14075.5,-14075.5,648,2024-09-18,ARS,Pagada,Factura de proveedor
